Comment Ratio
50.11
64.66
66.09
44.29
56.92
83.2
102.61
52.53
35.37
97.06
31.65
42.71
20.29
70.71
72.52
20.47
43.23
35.21
68.18
53.27
5.5
65.38
26.81
44.2
18.55
37.0
50.34
68.91
17.95
14.21
26.23
35.64
35.08
89.16
29.85
5945.24
60.28
97.06
869.05
75.81
61.54
20.0
76.25
88.64
33.11
82.05
82.09
78.23
20.47
12.5
81.48
57.33
65.76
17.95
57.51
82.55
35.14
42.86
78.48
39.11
88.3
13.56
43.97
37.06
29.55
33.33
64.65
25.46
28.51
35.26
77.86
36.51
72.06
37.02
77.78
15.0
62.7
10.34
67.68
62.64
77.16
58.79
39.71
68.39
88.0
35.4
23.27
16.92
85.12
57.0
68.52
67.47
37.14
100.0
21.67
37.04
42.11
17.19
85.37
229.36
83.54
96.87
48.36
67.44
33.91
93.46
82.93
57.63
12.05
41.37
21.78
37.23
42.48
82.7
11.0
47.22
82.93
63.59
81.03
21.43
46.3
47.33
54.26
28.69
10.8
43.45
12.58
78.43
33.33
65.18
57.92
103.7
85.88
19.61
37.57
105.56
82.3
31.13
41.03
47.78
72.32
32.67
38.92
40.09
71.3
48.08
45.37
60.98
20.14
91.07
34.33
71.71
34.21
62.36
50.11
92.43
78.21
26.32
97.06
38.27
56.48
28.12
30.86
19.51
77.78
82.93
38.58
30.99
30.66
28.91
20.0
40.77
74.4
30.0
46.61
63.7
98.51
42.86
20.8
93.09
50.25
67.37
7.46
34.88
68.57
79.8
15.69
71.05
106.48
13.57
91.8
53.69
59.12
61.11
67.82
61.08
83.65
25.44
106.48
21.52
37.76
53.78
43.93
22.45
90.16
16.67
65.81
96.67
74.31
55.1
127.5
23.53
55.67
42.41
80.16
64.94
37.57
42.17
47.22
61.86
18.28
29.44
39.42
42.46
83.54
83.49
62.04
91.67
36.19
21.15
40.0
66.18
21.97
46.27
78.21
122.28
59.39
58.82
70.09
26.76
6.25
20.83
869.05
83.54
45.02
32.51
85.71
105.5
46.39
16.42
21.09
42.67
62.59
25.76
28.74
105.5
39.29
67.37
65.14
198.59
46.31
97.2
92.59
36.04
62.28
13.64
44.68
67.67
22.5
111.64
67.08
34.88
90.37
27.69
114.98
83.54
61.47
75.0
63.74
63.95
83.54
63.87
23.08
106.48
106.48
89.71
65.68
44.05
59.82
49.49
72.22
31.65
27.04
69.83
34.27
60.53
74.58
23.53
78.33
64.37
52.42
25.0
105.5
37.57
70.0
32.14
55.38
37.0
39.68
54.4
81.42
82.79
29.37
23.91
67.59
53.9
35.71
34.18
14.49
83.33
30.99
48.53
31.82
40.74
29.27
19.05
96.84
77.78
22.22
78.74
50.8
43.18
56.92
37.57
93.46
92.59
112.67
60.98
43.9
21.82
27.66
19.67
37.14
40.84
103.49
48.29
54.69
77.22
64.26
95.27
37.68
31.48
59.12
23.91
67.97
44.29
29.51
12.95
94.97
48.65
94.31
75.81
51.83
76.46
31.78
103.74
65.08
21.52
29.81
71.43
88.45
57.49
40.42
14.49
82.91
68.18
72.5
59.1
30.0
59.47
69.09
28.95
111.96
280.81
83.54
14.49
38.07
40.0
82.4
32.73
19.44
72.58
25.76
105.56
97.06
80.0
82.28
52.44
59.75
54.55
106.48
32.09
5945.24
88.27
17.39
59.04
34.74
59.68
59.9
21.85
20.35
61.0
38.59
25.31
39.46
35.4
54.86
186.67
72.58
67.32
70.0
65.02
67.29
78.18
54.94
27.66
34.36
106.48
42.86
96.67
48.92
45.95
20.61
62.41
90.09
27.27
73.08
206.48
71.03
106.48
65.47
66.39
64.36
55.56
97.06
75.0
112.5
14.06
104.59
43.72
33.33
59.62
101.47
25.12
24.65
65.96
61.18
53.42
54.84
24.04
29.75
63.72
34.48
53.61
28.89
64.49
83.54
34.67
0.0
53.67
80.72
26.81
22.73
76.92
67.69
38.97
76.12
93.09
105.32
106.48
52.54
28.57
53.19
48.95
97.06
68.57
77.78
23.21
105.11
47.66
8.22
40.34
68.66
19.05
67.47
108.26
84.15
26.83
53.24
83.54
50.39
68.22
21.19
30.95
71.88
20.0
34.42
40.0
26.83
70.83
66.37
26.52
41.94
16.42
38.33
102.78
78.95
51.8
83.54
30.95
77.16
100.93
75.32
6.5
59.01
75.26
63.16
15.28
39.25
26.92
41.47
92.59
92.66
50.6
20.51
27.52
46.3
23.08
240.62
97.06
19.23
56.31
19.51
26.67
37.02
88.0
87.18
5945.24
39.89
50.0
39.22
96.3
49.74
57.78
59.23
21.21
11.89
45.63
76.25
62.96
37.68
37.68
36.11
58.54
84.62
26.32
47.73
45.56
29.22
66.25
20.29
44.71
20.35
101.99
65.18
66.3
43.08
83.54
56.08
19.51
82.09
41.2
30.0
76.1
66.3
84.21
26.62
52.42
77.19
25.14
48.31
71.43
88.98
8.51
71.43
869.05
17.86
59.43
17.07
53.19
96.3
18.18
29.17
93.58
62.19
27.88
31.08
85.37
60.1
37.04
82.4
27.52
68.51
85.71
5945.24
64.72
22.41
24.93
133.33
48.36
97.06
23.62
81.43
43.93
52.8
68.42
48.61
28.35
58.44
122.8
44.66
77.89
187.5
42.57
30.16
14.49
13.85
70.0
29.2
62.59
27.03
103.54
97.06
21.88
82.93
59.31
23.08
25.62
21.51
63.45
70.61
214.29
73.61
48.42
74.74
69.12
48.45
49.32
23.94
37.98
81.73
78.21
59.4
18.26
39.2
75.43
78.21
47.62
82.72
37.04
76.09
59.87
81.75
63.59
59.93
29.73
29.79
40.2
44.68
65.66
74.64
76.25
74.68
30.67
50.0
60.56
21.21
65.88
54.17
18.4
78.21
15.24
64.94
92.42
60.96
34.69
30.0
153.11
118.99
39.13
99.52
45.76
27.03
57.62
25.84
63.67
29.55
19.59
21.61
17.86
55.88
76.25
41.03
20.0
28.36
48.28
77.3
53.26
76.12
38.75
23.53
51.76
26.67
19.68
55.94
26.21
80.45
39.13
44.0
62.16
30.95
55.35
33.91
37.84
30.91
17.39
82.91
58.7
45.63
56.82
64.35
33.33
23.08
26.58
79.59
64.73
45.63
45.6
106.48
106.48
25.94
25.0
80.1
37.0
83.54
108.33
77.84
20.0
45.93
76.64
30.95
106.48
58.89
55.1
21.88
63.49
91.74
18.42
57.56
35.62
38.07
56.34
85.53
40.62
36.17
82.91
66.91
54.15
62.26
5945.24
0.52
82.43
68.57
65.81
35.19
106.48
88.0
42.86
36.92
78.21
74.64
63.26
55.59
63.29
78.43
25.45
57.83
22.45
37.5
85.53
59.91
45.37
96.67
61.47
53.15
40.82
75.7
89.19
51.17
68.7
114.24
53.42
76.09
97.06
53.23
5945.24
78.21
22.48
60.2
37.7
28.95
23.24
50.57
35.47
141.28
86.57
71.3
32.31
77.01
77.78
66.07
40.11
47.2
83.54
51.61
20.0
13.95
78.21
61.74
40.86
27.8
44.09
0.0
61.48
37.91
97.06
78.21
39.2
92.65
82.22
68.96
55.56
17.65
68.1
100.92
37.56
97.06
76.25
48.33
75.84
63.13
83.54
46.8
61.15
62.26
45.37
98.49
101.83
63.19
18.68
36.04
40.33
30.95
85.29
53.59
48.73
50.0
30.19
73.57
63.29
83.54
32.97
38.3
39.15
26.32
52.35
46.81
66.28
43.45
106.48
36.65
78.21
102.78
65.3
53.66
36.13
93.09
22.45
22.26
47.5
74.73
57.56
20.47
98.11
58.39
63.33
35.2
62.0
66.15
49.02
50.22
20.35
23.53
32.0
59.18
97.06
62.5
106.48
48.59
72.06
31.86
60.76
67.19
78.21
37.33
59.7
35.29
48.06
147.37
91.87
85.53
47.3
49.31
19.05
93.67
80.95
80.49
68.57
50.0
45.87
82.67
28.9
54.55
41.82
24.06
106.48
16.74
29.55
10.47
61.49
77.21
210.67
86.55
33.33
97.06
75.0
102.63
97.26
74.19
64.1
71.11
93.09
33.83
62.59
99.15
28.57
33.33
56.45
76.06
63.13
25.35
76.36
71.63
39.22
87.67
59.43
9.39
40.94
53.56
126.12
34.93
70.39
53.03
75.43
21.54
64.36
48.05
87.14
25.53
23.08
50.0
26.67
71.07
46.43
41.67
66.04
50.61
10.45
51.14
97.06
29.1
34.08
73.26
52.5
31.75
97.06
76.25
38.46
77.42
84.82
8206.67
49.11
263.2
38.89
38.42
26.87
57.69
22.35
42.48
46.51
17.39
19.35
83.54
59.4
58.44
181.25
99.32
107.41
34.04
22.51
104.35
33.17
57.49
152.75
15.06
78.44
20.83
22.45
69.64
61.24
106.48
25.0
76.34
74.36
46.48
40.32
57.69
50.82
56.61
25.71
30.95
27.03
21.62
27.66
27.33
65.48
30.99
16.76
57.97
33.33
87.13
5945.24
43.01
102.78
43.28
25.89
64.15
146.15
99.44
40.43
46.81
65.27
41.03
76.16
52.63
192.48
35.37
31.96
78.26
84.21
71.21
68.89
18.18
84.55
47.53
70.43
39.2
21.74
52.31
31.76
37.76
94.31
100.0
62.87
61.34
24.56
24.56
57.32
82.09
66.44
29.26
73.0
82.86
39.1
83.54
55.47
31.25
5945.24
30.56
152.24
81.88
93.09
88.64
36.47
93.58
27.75
32.69
82.93
61.9
82.14
33.33
56.08
36.67
103.7
68.74
25.0
27.27
93.09
83.58
50.0
80.57
52.09
72.62
29.55
52.63
66.82
77.78
167.18
94.05
58.74
84.4
68.12
18.85
73.87
37.33
75.66
101.74
64.5
68.52
59.48
68.04
29.07
26.83
189.09
32.88
46.26
26.42
76.22
23.81
48.82
69.47
59.26
10.64
30.56
62.59
56.47
57.51
43.1
69.62
71.92
76.25
48.76
97.06
84.95
73.44
33.62
52.17
16.92
58.1
66.71
62.5
24.28
68.97
39.06
64.62
51.87
40.15
85.92
84.81
25.0
274.73
78.21
33.33
37.04
21.05
95.83
74.38
25.95
63.37
40.3
59.87
28.7
71.21
39.89
79.31
77.92
77.93
68.0
62.0
59.09
70.77
33.22
22.81
44.15
56.2
51.08
71.88
48.98
42.12
106.48
33.33
19.57
61.27
58.46
80.7
27.27
60.0
50.6
28.57
89.66
19.44
20.0
39.62
65.81
60.39
97.06
66.81
47.83
25.27
50.68
35.06
97.2
86.29
106.76
31.88
50.25
5945.24
40.79
98.51
97.06
106.48
72.68
24.07
40.85
5945.24
27.53
51.17
38.92
209.35
25.35
50.46
68.42
79.81
17.39
19.23
22.22
104.76
30.49
61.94
59.57
62.3
97.06
35.85
32.2
97.52
25.78
88.57
106.48
55.61
72.16
109.09
70.28
100.0
62.5
54.55
57.48
165.96
27.78
43.75
28.99
31.52
57.62
89.71
26.67
62.56
10.87
63.73
20.35
58.4
106.48
29.03
20.69
89.71
45.1
37.57
37.09
29.58
22.46
75.26
45.76
74.82
70.04
28.12
32.81
67.02
61.95
59.38
37.99
20.0
83.54
21.88
69.61
22.97
77.27
61.25
32.38
22.81
24.32
70.0
30.12
18.58
83.9
36.78
22.81
71.96
28.57
37.5
41.03
48.17
71.76
77.78
97.06
65.05
82.91
100.88
61.41
111.27
36.92
106.48
80.27
79.52
94.12
36.0
33.77
54.15
112.37
28.41
65.25
25.0
93.09
85.53
30.99
57.43
96.76
76.63
69.12
42.18
86.57
97.06
15.38
34.72
61.49
164.89
29.59
63.04
97.06
63.37
0.0
81.82
88.15
59.13
58.35
40.0
82.91
83.82
238.46
83.42
5945.24
60.61
96.64
40.68
59.32
112.95
61.5
32.56
19.41
57.24
94.74
36.3
57.51
27.45
74.59
26.51
26.1
31.66
42.21
105.29
21.99
21.6
23.3
23.85
57.29
114.68
72.73
36.0
47.83
67.61
71.15
20.45
57.76
27.08
30.0
44.86
34.48
60.58
39.13
72.68
35.14
40.46
21.9
81.67
15.25
61.81
59.13
54.03
23.91
121.02
82.28
96.3
72.13
82.79
36.62
48.89
64.63
33.33
62.6
63.18
106.48
106.48
78.45
30.53
250.0
105.41
27.27
37.23
67.86
22.45
88.27
25.0
85.71
70.39
39.69
16.42
17.88
30.3
58.61
54.72
92.2
38.07
78.21
28.1
83.54
43.16
58.37
37.63
78.21
65.3
25.95
53.56
83.54
33.96
86.57
97.06
100.76
80.23
100.0
30.65
57.75
76.07
81.73
62.63
97.06
59.26
70.0
73.82
67.8
48.1
19.51
76.81
15.38
54.59
27.42
19.38
17.39
70.71
46.1
56.79
54.37
28.95
76.61
94.3
30.5
64.13
34.92
24.87
68.89
29.52
59.01
37.5
68.57
72.22
65.81
50.26
205.84
36.36
91.07
32.14
31.65
96.67
30.56
44.05
95.37
72.73
32.57
77.16
77.78
102.75
50.65
69.85
3.95
71.96
45.6
45.45
28.95
201.52
84.15
72.0
74.29
75.56
49.3
106.48
29.46
29.09
42.25
63.38
30.0
43.22
70.2
50.57
36.11
30.43
60.87
20.0
39.53
85.03
19.88
30.85
95.08
75.0
64.18
37.78
57.55
71.65
92.2
69.11
30.56
23.53
60.0
59.82
80.16
28.36
26.51
145.71
58.62
106.42
31.37
44.39
31.58
34.55
43.56
31.74
44.9
23.08
60.81
45.61
53.49
52.44
75.29
62.93
76.25
83.22
48.86
55.2
37.59
26.86
25.44
39.47
55.53
45.89
67.47
56.06
39.89
68.92
68.51
36.99
21.45
68.61
40.91
75.97
78.39
19.57
62.3
76.96
32.5
89.71
97.37
44.04
34.93
63.99
28.95
11.66
66.34
57.85
29.79
42.86
75.81
29.17
56.42
8.33
57.62
62.59
68.89
22.43
42.22
79.66
75.19
20.61
42.22
63.53
68.6
58.84
40.43
246.32
68.89
96.13
100.0
28.95
73.08
33.33
104.63
35.29
25.0
73.71
37.76
40.1
30.77
71.43
32.68
42.01
28.95
42.56
77.59
41.76
54.49
83.54
38.59
85.53
49.73
59.26
105.13
83.82
58.72
63.81
22.18
23.53
24.22
22.46
23.08
93.09
57.59
869.05
52.74
64.8
25.68
64.29
59.33
64.79
97.06
64.8
63.59
57.09
35.47
49.16
61.47
59.02
26.12
28.41
74.17
28.41
66.36
58.69
66.41
29.09
42.33
47.62
18.18
79.46
64.29
85.71
40.0
21.21
71.3
78.9
59.86
31.67
33.94
74.02
33.33
53.79
49.36
30.47
67.95
38.98
85.51
21.09
94.16
106.48
9.65
35.49
22.67
83.66
21.85
65.33
57.89
98.12
45.08
54.72
52.23
36.3
24.0
82.91
43.12
73.08
79.05
75.07
106.48
21.19
17.86
42.31
59.88
72.2
20.0
59.19
73.46
40.11
37.34
65.5
50.34
54.79
58.33
62.71
83.54
49.35
63.21
106.48
51.69
83.54
96.09
42.21
82.93
84.4
51.74
36.0
26.14
52.94
26.64
60.13
34.11
78.21
97.06
83.54
24.3
63.47
74.82
40.62
54.86
58.69
52.1
65.18
30.71
55.88
100.97
91.72
84.93
29.11
21.43
26.83
54.79
32.31
76.25
69.43
66.67
90.83
17.24
107.41
48.33
23.53
106.48
44.44
38.18
90.19
25.64
52.17
58.21
8.33
68.09
32.09
70.77
36.92
35.25
252.29
60.57
46.67
53.51
83.47
97.06
63.32
60.32
55.24
78.32
80.95
58.33
30.4
32.2
115.87
56.25
106.48
47.22
46.15
23.64
32.54
75.36
53.19
36.9
55.89
62.59
95.89
106.48
26.74
87.7
33.02
15.9
45.12
93.55
75.11
33.1
82.4
72.84
50.62
50.25
83.18
109.35
52.5
28.91
43.46
72.76
80.52
56.41
106.48
105.5
60.99
35.48
107.34
68.92
218.02
19.05
29.12
45.37
11.36
40.48
23.15
37.29
69.3
61.11
53.85
27.59
25.0
71.43
62.77
209.59
11.11
90.99
28.74
64.56
57.95
81.61
56.34
15.62
138.1
88.33
45.97
78.21
67.76
31.38
91.67
44.91
57.87
73.68
47.62
56.96
50.71
97.06
19.05
59.72
45.63
106.48
48.98
87.16
11.32
62.13
65.91
23.39
23.08
62.05
106.48
22.45
44.68
27.27
38.36
31.52
28.95
26.32
31.78
112.39
37.04
80.71
49.15
75.64
35.27
42.08
45.37
74.74
40.51
97.06
71.32
22.1
64.58
25.15
14.49
50.43
46.18
24.24
52.08
35.4
17.72
25.27
64.27
92.06
23.53
84.56
7.14
33.22
41.25
51.45
65.08
75.83
38.59
160.94
34.11
102.39
25.15
39.89
102.78
21.7
44.65
92.38
83.84
39.25
153.17
45.53
84.03
62.38
27.03
94.83
40.46
60.66
59.74
30.95
35.64
24.26
29.82
82.05
25.16
181.56
11.76
97.02
79.1
25.0
58.78
42.08
28.95
82.5
15.25
106.48
17.7
35.25
40.75
49.79
30.46
67.54
26.89
43.64
72.63
45.63
80.6
45.88
29.9
86.8
21.02
105.56
72.43
74.74
88.16
67.07
33.41
205.6
90.41
72.82
31.3
83.54
24.79
12.82
23.91
72.77
91.45
53.49
16.67
106.48
82.93
83.54
71.13
95.09
106.48
21.54
56.07
16.22
70.89
18.37
56.25
56.36
30.67
66.44
84.78
37.68
0.0
4.55
15.79
37.04
53.8
78.21
32.43
230.38
68.63
23.95
62.76
61.08
113.0
48.17
43.88
35.64
73.12
65.05
22.0
30.85
38.5
47.37
19.75
54.76
68.05
85.96
19.61
106.48
97.06
78.21
46.97
51.01
28.32
3.61
65.41
59.3
28.95
106.48
75.0
24.44
40.0
28.67
18.27
83.54
63.59
70.0
29.27
67.44
60.0
40.75
53.2
61.44
32.79
83.54
2.06
71.89
63.57
37.84
40.41
78.21
48.65
17.39
37.93
73.97
20.49
25.19
57.62
50.0
106.48
82.09
85.0
38.56
103.7
68.91
37.86
68.67
236.11
106.48
71.77
82.91
119.23
27.27
71.5
83.54
37.15
60.71
48.21
40.94
28.36
48.03
37.04
68.29
106.48
83.54
869.05
26.67
52.56
35.64
58.82
84.11
65.24
41.72
62.36
120.37
34.67
2.45
57.62
0.0
29.8
90.67
83.54
89.71
35.98
30.95
53.23
19.81
93.1
68.13
9.44
62.59
62.65
86.89
34.74
57.56
24.96
97.06
134.76
101.19
106.48
185.71
82.93
20.0
55.06
20.25
31.51
65.58
59.02
65.29
51.59
98.15
111.54
53.51
69.23
85.37
45.13
77.78
80.23
28.95
20.24
96.67
49.09
33.16
62.96
13.39
68.2
97.06
26.34
54.79
23.08
39.22
24.52
37.41
30.84
27.61
34.78
31.08
21.57
60.66
78.21
96.18
21.57
39.69
83.54
29.55
19.51
70.39
102.05
28.95
17.65
77.59
23.44
65.98
29.08
66.3
94.28
20.0
83.54
55.22
34.07
57.62
36.81
36.56
83.6
92.59
73.87
25.27
66.98
56.59
40.54
66.22
94.44
54.48
104.99
45.14
44.0
75.93
80.16
5945.24
85.6
17.39
57.62
60.68
114.29
12.77
21.49
51.57
26.67
94.81
42.55
16.58
22.67
73.68
81.01
30.21
43.7
37.67
54.76
12.5
85.53
89.77
62.22
66.26
25.0
38.39
66.67
25.27
65.62
69.94
38.46
70.45
44.93
35.29
45.99
24.07
35.21
37.21
77.36
42.57
0.92
62.95
49.18
52.66
20.9
60.0
20.93
42.34
74.02
54.21
88.39
70.61
106.48
32.81
19.51
102.75
106.48
20.0
35.64
21.43
31.87
86.21
52.69
29.35
27.66
70.45
95.0
30.95
58.54
33.33
33.33
69.9
41.31
46.02
117.31
57.14
69.11
19.61
62.11
27.42
6.82
93.09
48.98
39.53
66.83
22.81
59.74
77.16
56.23
68.69
82.72
100.92
29.61
54.48
39.2
94.12
77.01
106.48
21.82
55.5
21.07
58.04
23.24
96.67
46.81
27.37
62.78
35.5
108.33
45.45
56.09
59.29
15.18
106.48
43.16
70.06
74.31
73.94
26.37
181.01
62.76
73.74
63.93
27.62
97.06
40.85
263.2
21.31
13.79
78.21
108.81
77.36
58.84
102.44
35.58
16.9
106.48
8.05
45.04
75.17
67.5
85.71
89.71
70.85
101.58
82.93
55.56
32.73
57.35
46.43
38.59
0.0
38.52
73.71
69.81
43.87
97.51
72.54
51.39
81.01
90.41
60.06
75.64
83.54
30.95
70.29
50.43
31.82
42.08
34.33
53.37
45.71
42.73
69.54
97.06
68.08
57.58
28.66
32.3
70.09
32.33
53.42
52.7
25.95
29.58
91.53
68.56
37.93
23.91
87.96
49.13
67.11
18.18
75.47
82.09
84.17
81.17
78.4
39.13
37.46
25.56
20.93
21.13
93.09
62.88
67.95
42.5
26.09
87.65
78.67
37.04
42.73
19.51
41.67
42.04
25.77
73.68
28.85
51.21
72.66
124.68
22.45
35.4
46.63
57.24
116.88
29.07
84.62
33.73
34.88
58.82
74.1
19.51
22.27
59.95
90.74
37.45
107.26
79.34
103.7
82.79
58.08
17.53
29.73
67.66
106.48
23.27
44.43
22.81
20.61
64.12
53.42
41.67
78.21
62.75
35.37
58.01
16.67
51.91
35.0
61.11
40.52
95.45
76.19
56.7
49.39
44.44
90.38
55.36
68.18
24.07
47.33
42.58
106.48
869.05
32.07
18.34
97.69
59.25
70.64
67.48
26.57
20.35
43.53
17.07
26.19
77.54
45.63
28.42
70.54
20.35
25.56
69.62
17.41
97.06
59.3
23.33
26.4
81.01
20.67
31.93
38.36
48.88
67.33
20.61
20.73
108.16
22.54
23.73
49.38
27.91
36.62
24.54
24.42
73.87
5.56
35.37
23.91
32.46
73.57
5.18
68.64
28.57
15.25
105.5
60.95
59.21
22.58
44.44
78.37
25.47
22.73
96.88
20.0
51.5
27.54
38.64
41.03
36.27
77.16
24.0
20.35
75.62
23.08
56.11
60.0
27.14
80.49
106.73
82.93
46.5
68.92
20.0
78.21
58.97
41.78
33.33
38.26
29.44
100.0
67.47
63.03
19.18
119.27
52.44
66.85
41.29
239.19
68.57
57.45
57.6
84.15
67.43
62.11
60.87
58.57
82.14
57.7
36.36
74.85
60.73
33.61
51.09
39.42
5945.24
41.18
17.24
26.87
46.61
52.94
84.15
67.43
35.29
97.74
106.48
37.2
19.55
79.49
20.45
60.65
58.23
62.59
51.19
51.41
68.86
77.66
38.39
47.06
56.0
86.84
20.34
25.53
94.82
35.29
19.05
41.14
49.32
60.55
43.61
49.02
76.36
45.86
37.04
53.61
30.95
22.33
45.45
69.58
30.56
52.52
30.26
87.56
32.35
34.78
30.67
55.56
38.89
90.41
58.71
36.67
83.54
17.39
41.11
58.11
28.23
102.78
62.86
17.95
63.36
62.42
24.66
37.04
33.28
51.52
55.79
133.33
65.43
28.95
54.81
61.45
59.7
14.17
30.65
74.76
70.49
42.73
45.37
72.73
67.18
54.74
41.28
67.62
77.07
64.73
55.63
75.0
40.63
106.48
11.11
58.0
120.55
18.18
30.46
82.67
106.48
26.79
19.51
105.6
68.66
27.17
64.73
76.31
31.67
32.26
45.37
77.17
263.22
69.92
67.54
23.55
77.93
82.05
97.27
57.28
77.08
64.88
82.95
205.61
30.58
146.05
28.95
65.4
28.71
41.63
57.56
68.22
70.04
39.1
51.84
49.37
87.72
30.85
39.81
34.62
28.07
50.52
42.59
62.69
54.12
24.07
82.91
24.86
37.04
106.48
30.48
56.81
53.96
66.67
72.65
68.22
65.42
4.15
37.93
43.4
82.28
88.0
69.72
48.68
26.67
51.59
65.58
80.36
14.49
61.73
70.43
35.1
105.56
21.1
84.34
38.67
64.14
67.78
62.11
75.42
24.77
48.5
64.27
30.43
40.32
19.48
28.57
65.0
6.98
46.57
14.63
64.75
81.71
63.86
61.14
69.83
27.08
46.3
64.55
24.37
86.09
67.94
20.61
41.14
92.19
73.11
29.01
30.67
30.23
79.46
48.88
5945.24
17.86
86.8
22.45
97.56
106.33
0.0
44.44
17.86
29.79
56.52
69.07
65.0
29.31
80.88
15.79
34.26
57.65
77.16
27.91
40.0
83.56
19.48
47.1
92.65
69.51
72.15
30.77
100.0
22.5
59.29
33.8
85.28
42.43
58.21
29.29
245.0
71.58
79.37
46.48
66.92
61.54
20.2
76.19
86.81
82.43
17.89
57.04
27.5
1.23
65.69
32.0
33.33
58.77
62.64
46.67
56.2
104.64
45.63
32.48
26.32
23.7
50.9
46.03
82.28
86.71
61.73
85.51
5945.24
17.27
55.14
82.91
105.56
25.93
103.7
45.63
17.39
85.07
20.18
19.05
51.14
41.22
76.56
34.48
53.71
61.38
48.53
72.19
43.28
72.77
39.06
113.89
62.45
73.57
77.68
68.89
23.44
27.16
51.52
12.16
33.81
80.95
72.53
85.03
50.0
213.33
27.52
40.0
33.33
91.74
98.55
43.9
25.45
106.48
106.48
46.05
76.67
34.47
68.35
32.58
114.71
82.25
64.21
60.38
31.25
78.21
12.5
40.17
103.74
30.56
29.3
40.18
59.33
10.71
60.12
39.68
60.29
65.82
31.58
25.0
69.62
70.24
61.28
45.63
20.18
67.37
53.15
43.81
56.57
23.94
18.42
52.31
60.22
36.84
26.19
68.44
43.38
81.5
57.91
54.67
68.12
34.13
48.21
26.79
43.07
67.3
52.07
90.31
50.0
70.62
88.06
59.43
65.18
54.03
67.18
28.57
82.43
62.07
75.28
83.33
95.37
30.0
24.35
60.58
69.9
16.41
38.75
87.52
77.3
93.09
87.7
30.93
39.04
78.4
36.9
80.95
24.62
93.09
61.11
106.48
83.54
24.38
75.0
32.14
27.52
96.06
59.4
70.95
46.43
39.74
69.85
2.79
86.11
32.56
29.02
23.93
82.91
62.5
15.0
18.71
28.95
102.78
32.07
70.48
44.29
106.48
23.24
92.59
95.45
21.33
76.25
84.54
16.73
18.52
17.07
83.54
23.08
19.51
39.16
65.0
73.71
43.9
22.45
55.56
74.67
64.97
43.9
21.0
71.17
46.67
77.04
36.04
17.39
58.58
60.11
44.44
32.86
83.54
27.52
73.02
74.67
31.17
14.49
95.0
47.71
44.06
79.25
72.13
49.28
90.37
31.64
44.99
97.06
17.76
59.65
25.0
70.76
45.45
54.22
58.73
60.89
78.21
